grid,type,estimate,se
2236,slope,0.04750251250058733,0.11011906563387361
2237,slope,0.008577635720556604,0.11044585730390055
2238,slope,0.015028612658981963,0.11057058247732747
2239,slope,-0.032325750730748795,0.10721236741038885
2240,slope,-0.018034133595881775,0.11276754180766833
2241,slope,0.018684424086404326,0.10954543205741582
2242,slope,0.037177685672068174,0.1155439565315965
2245,slope,0.05382606378744869,0.11828459562120663
2247,slope,0.08907770601508291,0.11707607477074314
2264,slope,0.02152546148759612,0.11586969588215612
2265,slope,-0.08075689316033621,0.10999922761736201
2266,slope,0.0106462344115647,0.11544942603028603
2271,slope,0.03810978045673442,0.106402377775916
2272,slope,0.08620798018484871,0.10190067233803982
2273,slope,0.11101015862187064,0.09791365728094292
2274,slope,0.09320448394846245,0.09994490754292644
2309,slope,0.05054228341869659,0.11117352788792699
2310,slope,0.07468112268848077,0.11277939082527232
2311,slope,0.059446794221156264,0.11159600962067699
2323,slope,0.0665347478571374,0.11197606675557474
2325,slope,0.06855824553549172,0.11582572586949068
2346,slope,0.06400931464154376,0.10478954541680974
2347,slope,-0.023140198281381565,0.10494639528356929
2366,slope,0.047895574900486064,0.11932186750875506
2415,slope,0.036923027680771756,0.1114198561490645
2416,slope,0.04720322888123489,0.11667270642367392
2417,slope,0.04874688358017521,0.1184996980571148
