"longitude","latitude","Annual_Mean_Temperature","Annual_Precipitation","percent_tree_cover","terrestrial_realms","species_richness","mean_lightness_males","mean_lightness_females"
12047034.1562322,-3834684.91914874,17.6,308,6,"Australian",57,142.354465235965,151.28853086193
12159534.1562322,-3834684.91914874,18.1,268,5,"Australian",60,140.468009259667,152.117494439333
12272034.1562322,-3834684.91914874,17.3,284,6,"Australian",59,140.124254863051,152.884619582373
12384534.1562322,-3834684.91914874,18.6,219,5,"Australian",62,138.829730582581,152.010479684839
12497034.1562322,-3834684.91914874,17.8,282,7,"Australian",66,137.664561726515,150.392450053788
12609534.1562322,-3834684.91914874,18.3,237,5,"Australian",71,142.485878456479,152.143061548732
12722034.1562322,-3834684.91914874,18.7,215,5,"Australian",69,140.664643048841,151.453305951884
12834534.1562322,-3834684.91914874,19,209,5,"Australian",74,143.178062060405,153.299456451081
12947034.1562322,-3834684.91914874,19.4,247,5,"Australian",72,142.741200100972,153.454356476111
13059534.1562322,-3834684.91914874,19.2,252,6,"Australian",78,142.296066475,152.527774448846
13172034.1562322,-3834684.91914874,18.6,309,29,"Australian",84,140.859079806548,150.271233241786
13284534.1562322,-3834684.91914874,18.3,469,14,"Australian",90,142.825873663111,151.423683536444
13397034.1562322,-3834684.91914874,18.1,504,7,"Australian",91,144.785477004835,154.414817661099
13509534.1562322,-3834684.91914874,16.1,697,32,"Australian",101,143.127690134851,150.633456543861
13622034.1562322,-3834684.91914874,16.1,724,45,"Australian",103,141.994937431165,149.389809777961
13734534.1562322,-3834684.91914874,17.7,932,79,"Australian",117,135.501917059573,142.365094964273
-6515465.84376785,-3722184.91914874,16.4,144,17,"Neotropical",35,127.153186241143,140.168304763429
-6402965.84376785,-3722184.91914874,-0.3,212,6,"Neotropical",27,155.220242799259,158.757696837037
-6290465.84376785,-3722184.91914874,7.9,87,5,"Neotropical",38,146.251474658421,151.606151068684
-6177965.84376785,-3722184.91914874,12.9,163,22,"Neotropical",53,137.948930118302,144.891280225094
-6065465.84376785,-3722184.91914874,16.1,439,26,"Neotropical",83,135.971873274819,146.5682838
-5952965.84376785,-3722184.91914874,16.3,598,38,"Neotropical",114,137.359398636667,147.101014942982
-5840465.84376785,-3722184.91914874,17.4,899,30,"Neotropical",125,135.33208444768,144.6121922944
-5727965.84376785,-3722184.91914874,18.8,815,7,"Neotropical",105,135.666403882286,145.840114284286
-5615465.84376785,-3722184.91914874,18.4,962,5,"Neotropical",107,136.968779510841,146.732077188037
-5502965.84376785,-3722184.91914874,18.9,1047,47,"Neotropical",127,134.810434238189,143.845640710079
-5390465.84376785,-3722184.91914874,18.7,1138,43,"Neotropical",134,133.300393864105,142.296407681119
-5277965.84376785,-3722184.91914874,19,1308,15,"Neotropical",123,133.118384825366,141.202894307236
-5165465.84376785,-3722184.91914874,18.5,1345,16,"Neotropical",114,133.90756628,141.636520465088
-5052965.84376785,-3722184.91914874,18.3,1267,10,"Neotropical",107,132.743969541308,140.378890616355
-4940465.84376785,-3722184.91914874,17.4,1457,5,"Neotropical",111,132.931302970901,139.978094091081
-4827965.84376785,-3722184.91914874,18.2,1508,49,"Neotropical",123,130.53364709439,138.307770546911
-4715465.84376785,-3722184.91914874,19.3,1424,31,"Neotropical",133,131.955768310226,137.850433580827
1697034.15623215,-3722184.91914874,19.4,197,5,"Afrotropical",80,139.572363424625,152.118056480875
1809534.15623215,-3722184.91914874,16.3,221,0,"Afrotropical",69,144.167093932319,155.833621578696
1922034.15623215,-3722184.91914874,16.5,175,6,"Afrotropical",71,145.228400625493,158.81875013169
2034534.15623215,-3722184.91914874,15.2,238,5,"Afrotropical",73,145.436192793973,156.711643836575
2147034.15623215,-3722184.91914874,16.5,277,5,"Afrotropical",79,144.011240035443,154.225527894557
2259534.15623215,-3722184.91914874,15.2,351,5,"Afrotropical",89,141.654717433595,152.776933415843
2372034.15623215,-3722184.91914874,13.5,603,5,"Afrotropical",102,138.811861655588,152.065848581275
2484534.15623215,-3722184.91914874,12,701,14,"Afrotropical",98,139.434441421531,151.473207101531
2597034.15623215,-3722184.91914874,16.5,714,30,"Afrotropical",108,131.746480793333,146.923545606759
2709534.15623215,-3722184.91914874,19.4,1070,35,"Afrotropical",137,129.816417410314,145.679197074599
10584534.1562322,-3722184.91914874,18.4,476,5,"Australian",72,142.602499482222,152.901212449028
10697034.1562322,-3722184.91914874,18.7,325,5,"Australian",72,143.912951644722,152.858478394861
10809534.1562322,-3722184.91914874,19.2,290,7,"Australian",71,141.101082419718,151.989131452113
10922034.1562322,-3722184.91914874,18.5,307,22,"Australian",69,142.043278581014,151.425185182609
11034534.1562322,-3722184.91914874,18.6,288,6,"Australian",67,140.371977887313,149.672357101492
11147034.1562322,-3722184.91914874,18.7,241,20,"Australian",55,140.424957575455,148.727191916364
11259534.1562322,-3722184.91914874,18.4,225,14,"Australian",51,140.466780683726,150.897723310392
11372034.1562322,-3722184.91914874,19,186,5,"Australian",44,144.773914145,156.486264305227
11484534.1562322,-3722184.91914874,18.9,202,5,"Australian",38,142.607159844211,156.81363351921
11597034.1562322,-3722184.91914874,18.3,189,5,"Australian",37,145.077202199459,152.886444435946
11709534.1562322,-3722184.91914874,18,206,5,"Australian",36,143.631269543889,152.089142995278
11822034.1562322,-3722184.91914874,17.7,208,5,"Australian",37,143.110516515676,152.713093081892
11934534.1562322,-3722184.91914874,18,216,5,"Australian",42,144.034717810714,155.114910043571
12047034.1562322,-3722184.91914874,18.4,247,5,"Australian",49,144.995620557959,155.652897196531
12159534.1562322,-3722184.91914874,18.2,237,5,"Australian",49,142.127586543878,154.358099765918
12272034.1562322,-3722184.91914874,18.4,213,5,"Australian",53,142.742993010377,156.457325642075
12384534.1562322,-3722184.91914874,19.2,184,5,"Australian",53,141.064131373396,157.181148142075
12497034.1562322,-3722184.91914874,19.8,193,5,"Australian",56,142.898472881964,157.193440470179
12609534.1562322,-3722184.91914874,17.6,297,20,"Australian",66,141.407443322879,152.502011780606
12722034.1562322,-3722184.91914874,20.6,181,0,"Australian",67,142.641025980746,153.744453834627
12834534.1562322,-3722184.91914874,20.3,180,5,"Australian",62,140.606448026935,152.681355430323
12947034.1562322,-3722184.91914874,19.5,213,5,"Australian",65,140.987913388769,153.137050708923
13059534.1562322,-3722184.91914874,20.3,246,5,"Australian",69,142.604959204058,155.236920017101
13172034.1562322,-3722184.91914874,20.1,274,5,"Australian",73,143.33045915726,153.870649918904
13284534.1562322,-3722184.91914874,19.3,347,18,"Australian",82,141.115134598171,150.279748867195
13397034.1562322,-3722184.91914874,19.5,411,5,"Australian",85,142.089270152353,151.094044441294
13509534.1562322,-3722184.91914874,18.9,501,5,"Australian",90,143.664310287222,153.179393001667
13622034.1562322,-3722184.91914874,16.8,721,47,"Australian",97,142.693486063711,151.981114928144
13734534.1562322,-3722184.91914874,16.8,651,67,"Australian",104,141.565571579904,149.171726492596
13847034.1562322,-3722184.91914874,12.9,1182,72,"Australian",110,137.009151512727,143.725773735818
-6515465.84376785,-3609684.91914874,15,138,5,"Neotropical",36,132.347501029444,141.391665639444
-6402965.84376785,-3609684.91914874,-4.4,95,5,"Neotropical",24,146.312219145417,152.6523024625
-6290465.84376785,-3609684.91914874,15.8,128,5,"Neotropical",35,153.948027511714,157.293896290286
-6177965.84376785,-3609684.91914874,16.6,214,5,"Neotropical",54,134.844197529259,142.427327847963
-6065465.84376785,-3609684.91914874,20.4,453,27,"Neotropical",86,136.455974592791,145.798185182442
-5952965.84376785,-3609684.91914874,21,563,0,"Neotropical",111,135.93714181045,145.921102766757
-5840465.84376785,-3609684.91914874,18.7,822,34,"Neotropical",110,134.438782830818,144.3336468
-5727965.84376785,-3609684.91914874,19.4,850,31,"Neotropical",106,136.686546822736,146.576944442075
-5615465.84376785,-3609684.91914874,19.3,1006,31,"Neotropical",112,137.000050267143,146.503755950982
-5502965.84376785,-3609684.91914874,19.4,1109,12,"Neotropical",134,132.307195411716,141.135252071343
-5390465.84376785,-3609684.91914874,19.4,1385,27,"Neotropical",135,133.195983265259,142.236348145852
-5277965.84376785,-3609684.91914874,19.7,1251,37,"Neotropical",127,133.590319045433,141.608013704803
-5165465.84376785,-3609684.91914874,19.2,1401,15,"Neotropical",115,133.574669245391,141.205546211739
-5052965.84376785,-3609684.91914874,19.1,1706,30,"Neotropical",115,133.352495009652,141.305177452696
-4940465.84376785,-3609684.91914874,19.1,1637,35,"Neotropical",127,132.28562729874,138.323397779921
-4827965.84376785,-3609684.91914874,19.6,1422,29,"Neotropical",141,131.877412137376,136.98529918305
-4715465.84376785,-3609684.91914874,19.9,1461,26,"Neotropical",163,129.14436628,136.431454668282
1584534.15623215,-3609684.91914874,18.2,128,5,"Afrotropical",65,138.69400228,150.553119658154
1697034.15623215,-3609684.91914874,16.1,156,5,"Afrotropical",71,141.188546688028,153.517212834366
1809534.15623215,-3609684.91914874,18.4,135,4,"Afrotropical",72,144.681998454861,157.27229321
1922034.15623215,-3609684.91914874,19,166,0,"Afrotropical",71,145.503174230282,158.932183098873
2034534.15623215,-3609684.91914874,19.1,190,5,"Afrotropical",72,145.615272633056,157.466900718889
2147034.15623215,-3609684.91914874,18.3,277,5,"Afrotropical",78,144.734189458205,155.752955363077
2259534.15623215,-3609684.91914874,16.7,357,5,"Afrotropical",96,139.849393517604,152.404995755729
2372034.15623215,-3609684.91914874,15.4,445,5,"Afrotropical",97,138.150501717629,150.71005192701
2484534.15623215,-3609684.91914874,14.7,734,5,"Afrotropical",91,139.451907611099,150.810896618571
2597034.15623215,-3609684.91914874,13.2,531,35,"Afrotropical",92,136.326350240326,149.386666663478
2709534.15623215,-3609684.91914874,15.3,743,57,"Afrotropical",141,129.785726292858,146.236767791489
10584534.1562322,-3609684.91914874,18.8,467,5,"Australian",67,142.938914313284,153.437007187015
10697034.1562322,-3609684.91914874,19.4,321,5,"Australian",67,141.654010500298,153.09952459597
10809534.1562322,-3609684.91914874,19.7,292,31,"Australian",65,141.435463815692,152.755499143538
10922034.1562322,-3609684.91914874,19.7,247,27,"Australian",63,141.151613755397,151.059253377778
11034534.1562322,-3609684.91914874,19.4,259,22,"Australian",59,142.151977397458,151.332745759322
11147034.1562322,-3609684.91914874,20,232,18,"Australian",59,143.214421214407,151.865193342373
11259534.1562322,-3609684.91914874,19.1,229,11,"Australian",53,143.820805726792,154.989334028302
11372034.1562322,-3609684.91914874,19.2,218,5,"Australian",50,142.1740733312,154.13256296
11484534.1562322,-3609684.91914874,19.6,215,5,"Australian",44,143.769085858636,154.626445280227
11597034.1562322,-3609684.91914874,19.5,191,5,"Australian",42,145.533652556905,155.295078479286
11709534.1562322,-3609684.91914874,18.7,185,5,"Australian",39,144.520256408974,154.040420698205
11822034.1562322,-3609684.91914874,18.4,176,5,"Australian",39,139.461313388462,151.675438736667
11934534.1562322,-3609684.91914874,18.5,170,5,"Australian",45,145.344267488222,157.817827974
12047034.1562322,-3609684.91914874,18,214,5,"Australian",46,145.072853460217,158.530979057174
12159534.1562322,-3609684.91914874,18.8,193,5,"Australian",46,144.303538643044,158.701867946304
12272034.1562322,-3609684.91914874,18.9,181,5,"Australian",46,145.843616745217,160.473739124565
12384534.1562322,-3609684.91914874,19.4,161,5,"Australian",51,141.976375451961,157.548224394706
12497034.1562322,-3609684.91914874,20.2,166,5,"Australian",53,143.832295593962,156.708022355283
12609534.1562322,-3609684.91914874,21,130,5,"Australian",56,145.108005288929,157.914837955893
12722034.1562322,-3609684.91914874,19,211,5,"Australian",61,142.90883788541,154.381144498688
12834534.1562322,-3609684.91914874,21.2,169,5,"Australian",64,142.037930553281,154.7123084425
12947034.1562322,-3609684.91914874,21,178,5,"Australian",63,141.869052321111,153.739441499682
13059534.1562322,-3609684.91914874,21,219,5,"Australian",66,142.293842311212,154.653095395151
13172034.1562322,-3609684.91914874,20.8,237,5,"Australian",68,142.498397603529,153.905943349706
13284534.1562322,-3609684.91914874,20.8,302,5,"Australian",77,142.118749879091,151.67600721
13397034.1562322,-3609684.91914874,20.6,337,5,"Australian",83,142.167989736747,151.787812133855
13509534.1562322,-3609684.91914874,20.3,421,5,"Australian",83,141.50941811747,151.522369029036
13622034.1562322,-3609684.91914874,19.8,512,5,"Australian",89,142.900300873258,152.554056177303
13734534.1562322,-3609684.91914874,14.7,901,9,"Australian",97,142.441090110103,152.561647954948
13847034.1562322,-3609684.91914874,14.1,849,37,"Australian",99,142.215652822727,149.759202016566
13959534.1562322,-3609684.91914874,14.1,1252,80,"Australian",112,134.509355155803,141.929636571964
-6515465.84376785,-3497184.91914874,10.6,56,16,"Neotropical",33,129.013252526061,141.489503927879
-6402965.84376785,-3497184.91914874,2.6,51,5,"Neotropical",24,147.3389213025,152.98494444
-6290465.84376785,-3497184.91914874,16.9,84,5,"Neotropical",36,150.078502055833,153.771710898889
-6177965.84376785,-3497184.91914874,13.6,226,10,"Neotropical",65,136.717319084308,143.727495157846
-6065465.84376785,-3497184.91914874,20.6,359,68,"Neotropical",98,135.541654953265,145.350181026429
-5952965.84376785,-3497184.91914874,21.3,546,17,"Neotropical",107,133.195776741963,143.347935616822
-5840465.84376785,-3497184.91914874,20.4,740,49,"Neotropical",100,136.4487340777,146.9867948126
-5727965.84376785,-3497184.91914874,20.1,896,41,"Neotropical",96,137.358512734792,147.922911262292
-5615465.84376785,-3497184.91914874,19.9,1028,32,"Neotropical",105,135.477314994,145.180032096381
-5502965.84376785,-3497184.91914874,20.1,1181,45,"Neotropical",127,134.617685916142,142.865395448504
-5390465.84376785,-3497184.91914874,20.1,1297,24,"Neotropical",138,133.858472089565,143.344263550869
-5277965.84376785,-3497184.91914874,20.3,1465,48,"Neotropical",138,133.336561999565,142.461812933551
-5165465.84376785,-3497184.91914874,20.4,1634,43,"Neotropical",138,133.809997586522,141.781996238043
-5052965.84376785,-3497184.91914874,19,1823,15,"Neotropical",136,133.649453160809,140.133275050221
-4940465.84376785,-3497184.91914874,18.7,1737,28,"Neotropical",150,130.6476093838,137.6902846884
-4827965.84376785,-3497184.91914874,19.1,1426,79,"Neotropical",162,131.121013489136,136.412368996543
-4715465.84376785,-3497184.91914874,16.8,1521,58,"Neotropical",171,130.080387263158,135.369692006491
-4602965.84376785,-3497184.91914874,21,1482,25,"Neotropical",187,128.726552780749,134.178722717487
1584534.15623215,-3497184.91914874,19.2,91,5,"Afrotropical",61,142.020376445574,153.405133574754
1697034.15623215,-3497184.91914874,19.8,87,5,"Afrotropical",69,141.810577027246,154.11281749942
1809534.15623215,-3497184.91914874,19.3,99,5,"Afrotropical",70,145.695148677857,158.537373013143
1922034.15623215,-3497184.91914874,20.7,143,5,"Afrotropical",71,145.120738655634,158.103608760845
2034534.15623215,-3497184.91914874,20.1,200,5,"Afrotropical",78,145.848120132692,156.703592116667
2147034.15623215,-3497184.91914874,18.6,271,5,"Afrotropical",82,144.533126917927,155.703074524878
2259534.15623215,-3497184.91914874,18.2,398,5,"Afrotropical",95,143.123562571368,153.522271733368
2372034.15623215,-3497184.91914874,17.1,477,5,"Afrotropical",102,141.641449526863,153.324465140588
2484534.15623215,-3497184.91914874,15.1,685,6,"Afrotropical",104,137.839922362596,153.140768518173
2597034.15623215,-3497184.91914874,6.8,1077,12,"Afrotropical",90,134.842677776367,150.644681889333
2709534.15623215,-3497184.91914874,12,1129,6,"Afrotropical",102,131.509258530127,147.553499997647
2822034.15623215,-3497184.91914874,16.6,771,46,"Afrotropical",158,128.984274729449,146.271847393987
10697034.1562322,-3497184.91914874,20.6,309,8,"Australian",68,140.738630171618,152.883750542647
10809534.1562322,-3497184.91914874,21.3,265,13,"Australian",64,141.712761571875,152.909512728125
10922034.1562322,-3497184.91914874,20.5,251,16,"Australian",64,140.86293691875,152.773266778125
11034534.1562322,-3497184.91914874,20.6,246,6,"Australian",61,142.195809346393,153.650370365574
11147034.1562322,-3497184.91914874,20.9,208,5,"Australian",57,143.815532810877,154.085834952632
11259534.1562322,-3497184.91914874,20.8,255,2,"Australian",52,144.930834754231,156.973514951923
11372034.1562322,-3497184.91914874,20.2,222,5,"Australian",53,143.724085950377,156.913781266038
11484534.1562322,-3497184.91914874,20.2,233,5,"Australian",51,143.940387795882,157.120525773137
11597034.1562322,-3497184.91914874,21,224,5,"Australian",45,140.071195882,155.161669131778
11709534.1562322,-3497184.91914874,20.4,217,5,"Australian",47,141.789502752766,154.864063828298
11822034.1562322,-3497184.91914874,19,218,5,"Australian",40,142.24463518175,156.45645554825
